Ckpt save path : data/ckpt/161116_BN.ckpt
Reading tar file from data/tar/161109.tgz...
label loaded
[2016-11-16 17:51:18] Training 410000, mini-batch 200 * 2050
[2016-11-16 19:11:08] 17.56 2.56e-04 1.000 7.37e-03 0.998 6.11e-08
[2016-11-16 19:11:34] 17.66 2.23e-04 1.000 7.37e-03 0.998 5.76e-08
[2016-11-16 19:12:01] 17.76 3.63e-03 0.995 7.37e-03 0.998 5.42e-08
[2016-11-16 19:12:28] 17.85 1.88e-04 1.000 7.37e-03 0.998 5.10e-08
[2016-11-16 19:12:55] 17.95 2.00e-03 1.000 7.37e-03 0.998 4.81e-08
[2016-11-16 19:13:23] 18.05 1.02e-04 1.000 7.37e-03 0.998 4.53e-08
[2016-11-16 19:13:49] 18.15 1.64e-04 1.000 7.37e-03 0.998 4.26e-08
[2016-11-16 19:14:15] 18.24 7.92e-05 1.000 7.37e-03 0.998 4.02e-08
[2016-11-16 19:14:41] 18.34 9.77e-04 1.000 7.37e-03 0.998 3.78e-08
[2016-11-16 19:15:07] 18.44 1.06e-04 1.000 7.37e-03 0.998 3.56e-08
[2016-11-16 19:15:34] 18.54 9.25e-04 1.000 7.37e-03 0.998 3.35e-08
[2016-11-16 19:16:00] 18.63 2.32e-04 1.000 7.37e-03 0.998 3.16e-08
[2016-11-16 19:16:27] 18.73 2.70e-04 1.000 7.37e-03 0.998 2.97e-08
[2016-11-16 19:16:54] 18.83 2.53e-04 1.000 7.37e-03 0.998 2.80e-08
[2016-11-16 19:17:21] 18.93 3.27e-04 1.000 7.37e-03 0.998 2.64e-08
[2016-11-16 19:17:49] 19.02 1.00e-04 1.000 7.37e-03 0.998 2.48e-08
[2016-11-16 19:18:15] 19.12 1.39e-04 1.000 7.37e-03 0.998 2.34e-08
[2016-11-16 19:18:41] 19.22 1.19e-04 1.000 7.37e-03 0.998 2.20e-08
[2016-11-16 19:19:07] 19.32 9.56e-03 0.995 7.37e-03 0.998 2.08e-08
[2016-11-16 19:19:33] 19.41 1.61e-04 1.000 7.37e-03 0.998 1.95e-08
[2016-11-16 19:20:00] 19.51 1.57e-04 1.000 7.37e-03 0.998 1.84e-08
[2016-11-16 19:20:26] 19.61 1.19e-04 1.000 7.37e-03 0.998 1.73e-08
[2016-11-16 19:20:53] 19.71 1.51e-04 1.000 7.37e-03 0.998 1.63e-08
[2016-11-16 19:21:20] 19.80 8.27e-04 1.000 7.37e-03 0.998 1.54e-08
[2016-11-16 19:21:47] 19.90 7.98e-03 0.995 7.37e-03 0.998 1.45e-08
[2016-11-16 19:22:14] 20.00 4.94e-03 0.995 7.37e-03 0.998 1.36e-08
                                        [2016-11-16 19:22:14] train complete
test accuracy ---
overall accuracy = 0.998
two of three = 1.000
cho = 1.000
jung = 0.999
jong = 1.000
en = 0.999
train accuracy ---
overall accuracy = 0.999
two of three = 1.000
cho = 1.000
jung = 1.000
jong = 1.000
en = 0.999
ckpt saved to data/ckpt/161116_BN.ckpt
